code_type,code_samples,target
faulty_code,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n - 1)",1
faulty_code,"for i in range(10):
    print(i+1)
print(i)",1
fixed_code,"try:
    x = int(input())
except ValueError as e:
    print(f'Invalid input: {e}')
",0
faulty_code,"for i in range(len(list)):
    if i == len(list)-1:
        break
",1
fixed_code,"my_list = [1,2,3]
if len(my_list) > 0:
    print(my_list[2])",0
faulty_code,s = 'Hello' + ' ' + 'world',1
fixed_code,"my_list = []
try:
    my_list[0] = 'hello'
except IndexError:
    print('List is empty, cannot modify it')
",0
fixed_code,"x = [1,2,3]; print(x[2])",0
faulty_code,"for i in range(10)
    print(i*2)

# This code is missing the proper termination condition for the loop",1
faulty_code,"my_list = [1,2,3]
print(my_list[0])",1
fixed_code,"i = 0
while i <= 4:
    print(i)
    i += 1",0
faulty_code,"a = [1,2,3]
a[5] = 'x'",1
fixed_code,"for i in range(2,6):
    print(i)",0
fixed_code,"arr = [1,2,3]
i=0
while i < len(arr)-1:
    print(arr[i+1])",0
fixed_code,"while True:
    print('Infinite loop!')
    break",0
faulty_code,"while i <= n+1:
    i += 1",1
faulty_code,"my_list = [1,2,3]
index = my_list[2]
print(index)",1
faulty_code,"for i in range(5):
    print(i+1)

# This code runs from 1 to 5 (inclusive) but prints 2 to 6 instead",1
fixed_code,"username = input('What's your username?')
print(username)",0
fixed_code,"for i in range(5):
    print(i+1)

# No missing colon",0
faulty_code,"for i in range(1, len(prices)):\n    if prices[i] > current_price: \n        current_price = prices[i]",1
fixed_code,"for i in range(10):
    print(i + 1)

print('The loop ran from 1 to 10 inclusive.')",0
faulty_code,"arr = [1,2,3]
print(arr[3])",1
faulty_code,"for i in range(5):
    print(i)
lst = [10,20]
print(lst[i])",1
fixed_code,"if x > 5:
    print('x is greater than 5')
",0
fixed_code,"import csv
with open('data.csv', 'r') as f, open('output.csv', 'w') as out:
    csv.reader(f)
    writer = csv.writer(out)
    next(reader)
    for row in reader:
        writer.writerow(row)",0
faulty_code,"if x / 2 == 1:
    print('Even number')",1
fixed_code,"try:
    if not os.path.exists('nonexistent.txt'):
        raise FileNotFoundError
    f = open('nonexistent.txt', 'r')
except FileNotFoundError:
    print('File not found')
finally:
    try:
        f.close()
    except IOError:
        pass",0
fixed_code,"for i in range(1, 6):
    print(i)

print('Missing value')",0
faulty_code,def my_func(x): return x > 5,1
faulty_code,"for i in range(50):
    print(i+1)

# This code is missing the last element, which should be 50.",1
fixed_code,"['medium_snippet_with_fix', 'long_snippet_with_fix']",0
faulty_code,"for i in range(6):
    print(i-1)",1
fixed_code,"[""print('Hello, world!')"", 'for i in range(10):\n    print(i)', ""def greet(name): return f'Hello, {name}!'""]",0
faulty_code,"for i in range(len(list)):
    if list[i] == 'a':
        del list[i]

# This removes all elements, not just those equal to 'a'
",1
fixed_code,"import os; print(os.path.join('\', '..', 'data.csv'))",0
faulty_code,"for i in range(10):
    print(i+1)

# This loop runs from 0 to 9, but we want it to run from 1 to 10
",1
fixed_code,"a = [1,2,3]
b = a[0:2][::-1]
c = b + [4,5,6]
print(c)",0
fixed_code,"for i in range(len(arr)-1):
    if arr[i] > arr[i+1]:
        arr[i], arr[i+1] = arr[i+1], arr[i]",0
faulty_code,"def outer_func():
    def inner_func():
        print(inner_func)",1
faulty_code,"for i, item in enumerate(lst):
    print(i)",1
faulty_code,"for i in range(10):
    print(i+1)

# This code has an off-by-one error; it prints from 1 to 11 instead of 0 to 9.",1
fixed_code,for i in range(len(s)): print(s[i-1] if i>0 else s[0]),0
faulty_code,"my_list = [1,2,3]
index = my_list.index(4)
print(index)",1
faulty_code,"def greet(name):
    print('Hello, ' + name + '!')
",1
fixed_code,"for i in range(len(list)-1):
    if list[i] == 'a':
        break",0
faulty_code,"try:
    print(x)
except Exception:
    pass",1
faulty_code,"for i in range(5):
    print(i+1)

# This is a medium-length example with an off-by-one error. The loop should run from 0 to 4 inclusive.",1
faulty_code,"for i in range(10):
    print(i*2)

# This code is missing an 'else' clause after the loop.",1
fixed_code,"try:
    if x >= 0:
        print(x ** 0.5)
    else:
        print('Cannot compute square root of negative number')
except ValueError:
    print('Invalid input value')
finally:
    print('Operation completed')",0
faulty_code,for i in range(len(s)-1):,1
faulty_code,"try:
    f = open('nonexistentfile.txt', 'rb')
except FileNotFoundError:
    print('File not found')",1
fixed_code,"def greet(name):
    return f'Hello, {name}!'
# This example is very simple; your code should be more realistic.",0
faulty_code,"def process_list(lst):
    for item in lst:
        if isinstance(item, list)
            print(len(item))",1
fixed_code,def factorial(n): return n * factorial(n - 1) if n > 0 else 1,0
faulty_code,open('nonexistent.txt'),1
faulty_code,"numbers = [1,2,3]
print(numbers[0])",1
fixed_code,"import os
os.path.join(os.getcwd(), '..', 'data')",0
fixed_code,"my_list = ['one', 2, 3]",0
fixed_code,"target = None
list = [1,2,3]
target = list[0]
default = False
if target in list:
    return True
else:
    return default",0
fixed_code,[x for x in range(10) if x%2 == 0],0
fixed_code,"def calculate_average(numbers):
    total = sum(numbers)
    count = len(numbers)
    if count == 0:
        return None
    return total / count",0
fixed_code,"print('Hello, world!')

print('This is a second line.')",0
fixed_code,s = 'hello'; if len(s) > 5: print(s[5]) else: print('Index out of range'),0
fixed_code,"for i in range(0,5)
    print(i)",0
faulty_code,"for i in range(10):
    print(i+1)

# This code will run infinitely because it lacks a condition to break out of the loop.",1
fixed_code,"for i in range(10):
    print(i)

print('Loop completed after 10 iterations')",0
faulty_code,"[""print('Hello, world!')"", '[x for x in range(5) if x > 3]', ""def calculate_score(letters):\n\ttotal = 0\n\tfor l in letters:\n\t\tif l.isupper():\n\t\t\ttotal += ord(l) - ord('A') +1\n\t\telif l.islower():\n\t\t\ttotal += ord(l) - ord('a') +1"", ""d = {'a':1}\nkeys, values = d.keys(), d.values()\nprint(keys[0])"", ""def calculate_score(letters):\n   total = 0\n   for char in letters:\n       if char.isupper():\n           total += ord(char) - ord('A') + 1\n       elif char.islower():\n           total += ord(char) - ord('a') + 1"", ""def calculate_score(letters):\n   total = 0\n   for l in letters:\n       if l.isupper():\n           total += ord(l) - ord('A') + 1\n       elif l.islower():\n           total += ord(l) - ord('a') + 1""]",1
fixed_code,"for i in range(len(nums)-1):
    nums[i], nums[i+1] = nums[i+1], nums[i]
",0
faulty_code,"for i in range(len(arr)-1):
    if arr[i] > arr[i+1]:
        swap = arr[i]
        arr[i] = arr[i+1]
        arr[i+1] = swap",1
faulty_code,"['short_snippet', 'medium_snippet', 'long_snippet']",1
faulty_code,"for i in range(len(data)-1):
    print(data[i])",1
faulty_code,"for i in range(10+1):
    print(i)",1
faulty_code,"lst = [1,2,3]
lst += [4,5,6]",1
fixed_code,"for x in range(5,10): print(x)",0
faulty_code,"for i in range(5):
    print(i+1)

# Missing colon after loop header",1
fixed_code,"for i in range(5):
    print(i+1)
print('Loop ended')
",0
fixed_code,"a = [1,2,3]
try:
    print(a[-1])
except IndexError:
    print('Index out of range')",0
fixed_code,"while True:
    print(""Waiting...,\n"")
    break
",0
fixed_code,"for i in range(len(arr)):
    if i < len(arr)-1:
        arr[i] = arr[i+1]
",0
fixed_code,"x = 5
y = 10
print(x + y)",0
fixed_code,"n = 3
print(n * 5)",0
fixed_code,"def calculate_average(numbers):
    total = sum(numbers)
    count = len(numbers)
    if count == 0:
        return 0
    return (total / count) * 100",0
fixed_code,"a = [1,2,3]
b = sum(a)",0
faulty_code,"['short code snippet', 'medium code snippet', 'long code snippet']",1
fixed_code,"for i in range(10, 11):
    print(i)
",0
fixed_code,"try:
    print(1/0)
except ZeroDivisionError as e:
    print(f'Caught: {str(e)}')
",0
fixed_code,"my_list = [1,2,3]
my_list[2] = [1,2,3]",0
fixed_code,"for i in range(11):
    print(i)

# Corrected to include 0 through 10",0
fixed_code,"arr = [1,2,3]
print(arr[2])",0
fixed_code,"for i in range(0,10):
    print(i)
print(range(0,10))
",0
fixed_code,"for i in range(1,6): print(i)",0
fixed_code,lst.append(5),0
faulty_code,"for i in range(5-1):
    print(i)",1
fixed_code,"for i in range(5):
    print(i+1)
print(i+1)",0
fixed_code,"for i in range(10, 20):
    print(i-1)",0
fixed_code,"import pandas as pd
df = pd.read_csv('data.csv', na_values=[None])
mean = df['values'].mean(skipna=True)
if pd.isna(mean):
    print('Mean could not be calculated due to missing values')",0
fixed_code,if x ==5 and y ==10:,0
faulty_code,"my_list = [1,2,3]
print(my_list[-2])",1
faulty_code,"for i in range(1,5):
    print(i)

a = [i for i in range(3)]
    b = [j for j in range(3)]",1
fixed_code,"def my_func(x=0):
    print(x)

my_func()",0
fixed_code,"for i in range(5):
    if i < 5:
        print(i)",0
faulty_code,"user = {'name': 'Alice', 'age': 30}; print(user['nonexistent_key'])",1
fixed_code,for i in range(len(s)):,0
fixed_code,"my_list = [1,2,3]
try:
    print(my_list[4])
except IndexError:
    print('Index out of range')
",0
faulty_code,"for i in range(len(list)):
    if list[i] == target and (i % 2) == 0:
        print('Found at index', i)",1
faulty_code,"a = [1,2,3]
b = a
print(b)",1
faulty_code,"def greet(name, age):
    print('Hello, ' + name + '!'),
    print('You are ' + str(age) + ' years old')",1
fixed_code,for x in range(10):\n    print(x*2),0
fixed_code,"for i in range(10):
    print(i-1)",0
fixed_code,sum(x for x in range(10) if x%2==1),0
fixed_code,"nums = [1, 2, 3]
even_nums = [n for n in nums if (n % 2 ==0) or (n >=6)]",0
fixed_code,"my_list = [1,2,3]
def get_element(lst):
    return lst[i]",0
fixed_code,"for i in range(1,6):
    print(i+1)",0
fixed_code,"for i in range(len(list)):
    if i < len(list) - 1:
        list[i], list[i+1] = list[i+1], list[i]
list.sort()",0
fixed_code,"n = int(input('Enter a number between 1 and 5: '))
if not (1 <= n <= 5):
    print('Invalid input')",0
fixed_code,"a = [1]; b = [1]; if a == b: print(""same object"") else: print(""different objects"")",0
fixed_code,"a = [1,2,3]
b = sum(a[:2])",0
fixed_code,"def greet(name):
    print(f'Hello, {name}!')
    return
",0
fixed_code,"print('Hello, world!')
x = [1, 2, 3]
sum_x = sum(x)
print('Sum is', sum_x)",0
fixed_code,"a = [1,2,3]
a[2] = 'x'
print(a)",0
fixed_code,"my_list = [1,2,3]
for i in range(len(my_list)):
    my_list[i] += 1",0
fixed_code,"x = [1,2,3]
if x not in [1,2,3]:
    print('Not found')",0
faulty_code,"n = 5
nums = [1,2,3]
print(nums[n])",1
faulty_code,"my_list = [1,2,3]
my_list[0] = 'a string'",1
faulty_code,"for i in range(10):
    print(i)
print('Loop completed')

# This code has no bug; it prints numbers from 0 to 9 and then 'Loop completed'
",1
fixed_code,"my_list = [1,2,3]
print(my_list[4:5])",0
faulty_code,"def greet(name):
    print(f'Hello, {name}!')
    print('Welcome to the club')",1
faulty_code,"my_list = [1,2,3]
for i in range(len(my_list)):
    my_list.append(i)",1
faulty_code,"a = [1,2,3]
b.append(4)
a.pop(-1)",1
fixed_code,"import os

for file in os.listdir():
    try:
        with open(file, 'r') as f:
            lines = f.readlines()
            print(' '.join(lines[:-1]))
    except Exception as e:
        print(f'Error processing {file}: {e}')
        continue",0
fixed_code,"class A:
    class B:
    class C: pass",0
fixed_code,"for i in range(10):
    print(i)
    print(i + 1)",0
fixed_code,"for i in range(0,4):
    print(i+1)",0
faulty_code,"for i in range(4): print(i)

s = 'Hello'; s[5:6]

a = [1,2]; b = a; a.append(3); print(a[0],b[2])",1
fixed_code,"for i in range(len(list)):
    if i < len(list)-1:
        print(list[i])

# OR 

for i in range(len(list)-1):
    print(list[i])",0
faulty_code,"import os
os.path.join('folder', 'file.txt')",1
fixed_code,"for i in range(len(list)):
    if i < len(list):
        print(list[i])",0
fixed_code,"for i in range(len(prices)):
    print(prices[i-1], prices[i])",0
faulty_code,"def sum(n):
    total = 0
    for i in range(1,n): total +=i
    return total",1
fixed_code,"my_list = [1, 2, 3]
fixed_index = [i for i in my_list if i > 2]",0
fixed_code,"fruits = ['apple', 'banana', 'cherry']; for start, i, fruit in enumerate(fruits, start=0):
    print(i)",0
faulty_code,"def my_function():
    global x
    print(x)
my_function()",1
fixed_code,"lst = [1,2,3]
cpy_lst = lst.copy()
for i in cpy_lst:
    if i % 2 == 0:
        del cpy_lst[i]",0
faulty_code,"for i in range(3):
    print(list[i])",1
faulty_code,"my_list = [1,2,3]
def get_element(lst):
    return lst{i}",1
faulty_code,"[""print('Hello, world!')"", 'for i in range(5): print(i)', 'def factorial(n): return n * factorial(n-1)']",1
fixed_code,"for i, num in enumerate(nums):
    print(num)",0
faulty_code,"for i in range(10):
    print(i+1)

# This loop prints numbers from 1 to 11 instead of 1 to 10",1
faulty_code,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n - 2)",1
fixed_code,"students = {'Alice': 'freshman', 'Bob': 'sophomore'}
print(students.get('Charlie', 'unknown'))",0
fixed_code,"arr = [1,2,3]
for i in range(len(arr)):
    print(arr[i])",0
fixed_code,"def bubble_sort(arr):
    n = len(arr)
    for i in range(n-1):
        for j in range(0, n-i-1):
            if arr[j] > arr[j+1]:
                arr[j], arr[j+1] = arr[j+1], arr[j]
    return arr

swap = arr[0]
arr[0] = arr[-1]
arr[-1] = swap",0
faulty_code,"for i in range(len(list)):
    list.append(i)
",1
fixed_code,"while True:
    print('Hello')
    break
",0
faulty_code,"for i in range(1,5):
    print(i)

print('Loop completed')",1
faulty_code,"
a = [1,2,3]
b = [4,5,6,7]
for i in range(len(a)):
    print(a[i] + b[i])",1
faulty_code,"s = 'Hello, world!'; print(s[5])",1
faulty_code,"for i in range(10):
    print(i*2)

# This code prints even numbers from 0 to 18, but misses 20 because of an off-by-one error",1
faulty_code,"my_list = [1,2,3]

for i in my_list:
    print(i)",1
faulty_code,"arr = [1,2];
print(arr[1])",1
faulty_code,for i in range(len(lst)-1): print(lst[i]),1
fixed_code,"for i in range(1,5): print(i ** 2)",0
fixed_code,"a = [1,2,3]
b = a.copy()",0
faulty_code,"for i in range(10):
    print(i+1)

# This code runs from 0 to 9, but we want it to run from 1 to 10.",1
fixed_code,"print('Hello, world!')

print('This is a second message.')",0
faulty_code,"with open('file.txt', 'r') as f:
    print(f.read())",1
fixed_code,"for i in range(len(arr)):
    print(arr[i], end=' ')
",0
faulty_code,"students = ('Alice', 'Bob');
print(students[2])",1
fixed_code,"try:
    if not os.path.exists('nonexistentfile.txt'):
        raise FileNotFoundError
    open('nonexistentfile.txt', 'r')
except FileNotFoundError as e:
    print(f'FileNotFoundError: {e}')
",0
faulty_code,"a = [1,2,3]
a.append('4')",1
fixed_code,"def greet(name):
    return f'Hello, {name}!'

# Note: Using string formatting with f-strings is more modern and avoids the need for concatenation.",0
faulty_code,"for i in range(10):
    print(i*2)

# This code is missing an indentation error.",1
faulty_code,"for i in range(1, len(list)):
    print(list[i-1])",1
faulty_code,"a = [1,2,3]
b = a[0:2]
c = b[::-1]",1
faulty_code,"x = [1,2,3]
print(x[4])",1
fixed_code,"for i in range(0, 20, 2):
    print(i)",0
fixed_code,"a = [1,2,3]
b = a.copy()
print(b)",0
faulty_code,"for i in range(10):
    print(i)

print('Loop completed')",1
faulty_code,"numbers = [1,2,3]
sum = 0
for i in range(len(numbers)):
    sum += numbers[i] * (i+1)",1
fixed_code,"for i in range(10, 11): 
   print(i)",0
faulty_code,"import os
os.path.join('folder', 'nonexistentfile.txt')",1
faulty_code,"result = []
for i in range(len(list)):
    result.append(list[i])",1
faulty_code,"for i in range(0,1):
    print(i)",1
faulty_code,"def greet(name):
    print('Hello, ' + name + '!')",1
faulty_code,"['for i in range(10):', '    print(i)', 'sum = 0', 'for j in range(5):', '    sum += j']",1
faulty_code,"for i in range(10):
    print(i)

print('Missing item')",1
faulty_code,"for i in range(10):
    print(i+1)
",1
faulty_code,"for i in range(10):
    print(i)

# Example of a common off-by-one error",1
faulty_code,"for i in range(4):
    print(i)",1
fixed_code,"for i in range(5):
    print(i)

print('The loop did not run an extra time')
",0
fixed_code,"def greet(name):
    print(f'Hello, {name}!')
    print('How are you?')",0
faulty_code,"for i in range(len(arr)-1):
    if arr[i] > arr[i+1]:
        arr[i],arr[i+1]=arr[i+1],arr[i]

# This code sorts the array but has an off-by-one error",1
faulty_code,"my_list = [1,2,3]
print(my_list[4])",1
faulty_code,"for i in range(3):
    print(i+1)",1
fixed_code,"my_list = [1,2]
my_list.append(3)",0
faulty_code,"for i in range(10, -1, -2):
    print(i)",1
faulty_code,"for i in range(10):
    print(i+1)

# This loop prints numbers from 2 to 11 instead of 1 to 10",1
fixed_code,"a = [1,2,3]
b = [4,5,6]
avg = sum(a) / len(b)",0
fixed_code,"d = {'a': 1}
print(d.get('b', 0))",0
fixed_code,"name = ""Alice""
for friend_name in [""John"", ""Jane""]:
    print(friend_name)",0
fixed_code,"my_list = [1,2,3]
if 4 < len(my_list):
    print(my_list[4])
else:
    print(""Index out of range"")",0
faulty_code,"[""print('Hello, world!')"", 'for i in range(5): print(i)', 'def greet(name):\n    return f""Hello, {name}!""']",1
fixed_code,"try:
    print('File not found')
except FileNotFoundError:
    print('File not found')
else:
    print('File exists')",0
fixed_code,"try:
    with open(file_name, 'r') as f:
        print(f.read())
except FileNotFoundError:
    print(""File not found."")",0
faulty_code,"for i in range(len(list)-2):
    print(list[i])",1
fixed_code,"def greet(name):
    if not name:
        return 'Hello'",0
faulty_code,"try:
    a = int(input('Enter a number: '))
except ValueError:
    print('Please enter a valid integer')",1
fixed_code,"for i in range(10):
    print(i+1)
print('Loop ended', end=' ')",0
faulty_code,"for i in range(5):
    print(i*2)

# This loop will run for i = 0 to 4 (inclusive), which is correct.",1
fixed_code,for i in range(1000):,0
fixed_code,"['short fixed', 'medium fixed']",0
faulty_code,"my_list = [10, 20, 30]
for i in range(len(my_list)):
    my_list[i] = my_list[i+1]",1
faulty_code,"def calculate_average(numbers):
    sum = 0
    for num in numbers:
        sum += num
    return sum / len(numbers)
",1
faulty_code,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)
",1
faulty_code,"my_list = [1,2,3]
my_list[2] = 'a string'",1
faulty_code,"for i in range(len(nums)-1):
    print(nums[i])",1
faulty_code,"x = 0.1 + 0.2
print(x)
while x < 1:
    x += 0.1",1
fixed_code,"lst = [1,2]
lst.append(3)
print(lst[2])",0
faulty_code,"for i in range(len(list)):
    if list[i] == target:
        print('Found at index',i)
        break",1
faulty_code,"for i in range(len(arr)):
    if arr[i] == 'a':
        break",1
fixed_code,"lst = [1, 2, 3]
if 0 <= idx < len(lst):
    print(lst[idx])
else:
    print('Index out of range')",0
faulty_code,"def multiply(a,b):
    for i in range(len(a)):
        c[i] = a[i] * b[i]
    return c",1
fixed_code,"for i in range(10, 15)
    print(i-4)

print('Loop completed successfully')",0
faulty_code,"def calculate_average(numbers):
    total = sum(numbers)
    return total / len(numbers) * (100 if numbers else 0)",1
fixed_code,"for i in range(5, 15):
    print(i)",0
faulty_code,"[""print('Hello, world!')"", '# Incrementing a variable incorrectly\n# Example: i = 5\ni += 2', '\nmedium length faulty example:\nfor i in range(0, len(list)):\n    list.append(i)', ""\nlonger faulty example with incorrect string formatting:\nprint('The value is {0}', 10).format(5)""]",1
fixed_code,"def calculate_average(numbers):
    total = sum(numbers)
    count = len(numbers)
    return total / count if count else 0",0
fixed_code,"['fixed_short', 'fixed_medium', 'fixed_long']",0
fixed_code,"for x in lst:
    if x in [2]:
        print('Found')",0
faulty_code,"def my_func():
    print(x)

my_func()",1
fixed_code,"try:
    with open('nonexistent.txt', 'r') as f:
        print(f.read())
except FileNotFoundError as e:
    print(f'File {e.args[0]} not found')
",0
faulty_code,"for i in range(5):
    print(i+1)

# This loop prints numbers from 1 to 6 instead of 0 to 4",1
fixed_code,for i in range(9): print(i),0
faulty_code,"for i in range(len(nums)):
    print(nums[i-1])",1
faulty_code,"a = [1,2,3]
b = [4,5,6]
c = a + b
print(c[0])",1
faulty_code,"lst = [1,2,3]
print(lst[len(lst)]",1
faulty_code,"try: f = open('file.txt'); print(f); f.close() except IOError: print(""Error"")",1
fixed_code,"def outer_func():
    def inner_func():
        print(outer_func)",0
faulty_code,"a = [1,2,3]
b = a[0:2]
c = b[::-1]
d = c.append(4)
",1
faulty_code,for i in range(len(list)-1): print(list[i]),1
faulty_code,"['if x > 5:\n', ""    print('x is greater than 5')""]",1
fixed_code,"a = 5
b = 10
print(a + b)",0
fixed_code,"try:
    lst = [1,2,3]
    if index >= len(lst) or index < 0:
        print('Index out of bounds')
    else:
        list.pop(index=index)
except IndexError:
    print('Index not found')
print('List:', list)",0
fixed_code,"lst = [1,2,3]; if len(lst) > i+1: print(lst[i+1]) else: pass",0
fixed_code,"for i in range(10): print(i+1)

# Fixed short version
tmp = 10
for i in range(tmp-1, tmp+1):
    print(i)",0
faulty_code,"a = [1,2,3]
b = a.pop()
a.remove(2)
",1
fixed_code,"import numpy as np

a = np.array([[1,2,3],[4,5,6]])
horizontal_edges = np.diff(a, axis=0)
vertical_edges = np.diff(a, axis=1)",0
faulty_code,"a = [1,2,3]
a[3]",1
faulty_code,"for i in range(3):
    for j in range(3):
        print(i)
print(j)",1
fixed_code,"my_list = [1,2,3]
print(my_list[1])",0
fixed_code,"import pandas as pd
df = pd.read_csv('data.csv', index_col=0)
if '5' not in df.index:
    print('Index not found')
else:
    print(df[df.index >= 5])",0
fixed_code,"['for i in range(9)', 'if index < len(arr): print(arr[index])', ""with open('nonexistent.txt', 'r') as f: try: f.read() except FileNotFoundError: pass""]",0
fixed_code,"for i in range(10):
    print(i)
    print(i+2)",0
faulty_code,"while True:
    print('Hello, World!')
",1
faulty_code,"s = 5
print(s.capitalize())",1
faulty_code,"for i in range(len(nums)):
    if nums[i] > 0:
        print(nums[i])",1
faulty_code,for i in range(3):\n    print(i),1
fixed_code,"my_list = [1,2]; print(my_list[2])",0
fixed_code,"lst = [1,2,3]; print(lst[3])",0
fixed_code,"for i in range(10):
    print(i*2)

print('The loop ran', i)",0
fixed_code,"def calculate_grades(grades):
    total = sum(grades)
    average = total / len(grades)
    return average",0
faulty_code,"print('Hello, world!')",1
fixed_code,"for i in range(len(arr)):
    if arr[i] > arr[i+1]:
        arr[i],arr[i+1]=arr[i+1],arr[i]",0
faulty_code,"def calculate_average(numbers):
    total = sum(numbers)
    return total / len(numbers) if len(numbers) !=0 else 0",1
faulty_code,"for i in range(len(arr)):
    if arr[i] % 2 == 0:
        print('even')
    else:
        print('odd')",1
fixed_code,"for i in range(10, 2, -1):
    print(i)",0
faulty_code,"total = sum
sum += total",1
faulty_code,"my_list = [1,2,3]
print(my_list[9])",1
faulty_code,"for i in range(5+1):
    print(i)",1
faulty_code,"for i in range(len(arr)-1):
    if arr[i] > arr[i+1]:
        arr[i], arr[i+1] = arr[i+1], arr[i]

# This code sorts the array but has an off-by-one error",1
faulty_code,"import math
sum = [1,2,3]
avg = sum / len(sum)",1
faulty_code,"for i in range(3):
    print(i+1)
",1
fixed_code,"lst = [1,2,3]
for i in range(len(lst)):
    print(lst[i])",0
faulty_code,"def outer():
    def inner():
        print('Outer function')

inner()
",1
faulty_code,"for i in range(len(arr)-1):
    print(arr[i])

# This loop misses the last element of the array",1
faulty_code,"for i in range(len(list)+1):
    print(list[i])",1
faulty_code,"with open('file.txt') as f:
    print(f.read())
raise ValueError",1
fixed_code,"with open('file.txt', 'r') as f:
    f.seek(0)",0
fixed_code,range(6),0
fixed_code,"def outer(x):
    print('Outer:', x)

def inner():
    def nested(y):
        nonlocal x
    inner.x =5
    nested(3)",0
fixed_code,for i in range(len(list)): print(i),0
faulty_code,"try:
    x = int(input())
except ValueError:
    print('Invalid input')",1
fixed_code,"a = [1, 2, 3]
b.append(4)
c.pop()",0
fixed_code,"my_list = [1,2,3]
if -4 >= -(len(my_list)):
    print('Index out of range')
else:
    print(my_list[-4])",0
fixed_code,"numbers = [1,2,3]
numbers.sort(reverse=True)
print(numbers[-1])",0
faulty_code,"def calculate_average(numbers):
    total = sum(numbers)
    count = len(numbers)
    return total / count",1
fixed_code,"try:
    print(1/(0+1))
except ZeroDivisionError:
    print('Denominator is zero')",0
faulty_code,"i = 0
while i < 5:
    print(i)
    i += 1",1
faulty_code,"for i in range(n+1):
    print(i)

def my_func(arr):
    for i in range(len(arr)):
        if arr[i] == 'a':
            return arr[i+1]

# Long code here",1
faulty_code,"a = [1,2,3]
b = a[0:2]
print(b.append(4))",1
fixed_code,os.remove(os.path.abspath('nonexistentfile.txt')),0
faulty_code,"try:
    print(1/0)
except ZeroDivisionError:
    print('Cannot divide by zero')",1
faulty_code,"for i in range(len(list)):
    list.append(i)",1
fixed_code,"with open('test.txt', 'wb') as f: f.write(b'Hello, world!')",0
fixed_code,s = 'hello'; print(s[2]),0
faulty_code,"with open('data.txt', 'r') as f:
    f.write('content')
    f.write('more content')",1
fixed_code,"for i in range(len(lst)-1):
    print(i)",0
faulty_code,"print(5 + ""Hello"")",1
fixed_code,print('Hello world'),0
faulty_code,"for i in range(10):
    print(i+1)

# This code has an off-by-one error. The loop runs from 0 to 9, but it prints i+1 which starts at 1 and ends at 10.",1
faulty_code,"for i in range(5):
    print(i+1)

# This code prints numbers from 1 to 5,
# but it should print numbers from 1 to 6.
",1
faulty_code,"a = [1,2,3]; print(a[5])",1
faulty_code,"with open('data.txt', 'r') as f:
    f.seek(0)
    data = f.read().splitlines()
    print(data.count('line'))",1
fixed_code,"def find_index(lst, target):
    for i in range(len(lst)):
        if lst[i] == target:
            return i
    return -1",0
faulty_code,"while True:
    print('Infinite loop!')",1
fixed_code,"['short fixed example', 'medium fixed example', 'long fixed example']",0
faulty_code,"for i in range(1,20):
    print(i*5)

# This code prints multiples of 5 from 5 to 19 but misses 20 because the range stops at 19.",1
faulty_code,"x = [1,2,3]; print(x[3])",1
fixed_code,"s = 'hello'
print(s[5] if len(s) > 5 else '')",0
faulty_code,"file_name = ""nonexistent_file.txt""
with open(file_name, 'r') as f:
    print(f.read())",1
faulty_code,my_list = [x for x in range(5) if not (x % 2 == 0)],1
fixed_code,"for i, x in enumerate([1,2,3]):
    print(i, x)",0
fixed_code,"for i in range(len(lst)):
    if i < len(lst)-1:
        print(lst[i])

# OR 

for i in range(len(lst)-1):
    print(lst[i])",0
faulty_code,"nums = [1,2,3]
nums.append(4)
print(nums)",1
faulty_code,"for i in range(len(list)-1):
    print(i)",1
fixed_code,"try:
    with open('nonexistentfile.txt', 'r') as f:
        print('Successfully read file')
except FileNotFoundError:
    print('File not found')
finally:
    print('Finished handling the file operation')",0
fixed_code,"a = [1,2,3]
b = a[:2]
c = b[::-1]
d = c + [4]",0
faulty_code,"my_list = [10, 20, 30]
print(my_list.index('20'))",1
fixed_code,"try:
    with open('nonexistentfile.txt', 'w') as f:
        f.write('Hello')
except IOError as e:
    print(f'Error: {e}')
",0
faulty_code,"for i in range(5):
    print(i)

for j in range(6):
    print(j)",1
fixed_code,"if not l: return
else: l[0]",0
fixed_code,for i in range(6):,0
faulty_code,"my_list = [1, 2, 3]
print(my_list[8])",1
fixed_code,"a = [1,2,3,4]; print(a[3])",0
faulty_code,"for i in range(5):
    print(i)

print('Missing last element')",1
fixed_code,"s = 'Hello World'
if s.islower() and all(c.islower() for c in s):
    print('Lowercase')",0
faulty_code,"while i < len(list):
    print(list[i])
",1
faulty_code,"a = [1,2,3]
a[4] = 5",1
fixed_code,"x = [1, 2]
if len(x) > y:
    print('Index out of range')
else:
    y = x[y]",0
faulty_code,"for i in range(10):
    print(i+1)
# This loop prints numbers from 2 to 11 instead of 0 to 9.",1
fixed_code,"s = 'Hello'
print(s[:3])",0
fixed_code,"a = [1,2,3]
a.pop()
print(a)",0
fixed_code,"try:
    with open('nonexistentfile.txt', 'r') as f:
        print(f.read())
except FileNotFoundError:
    print('File not found')",0
